fix_status	priority	status	coverage	lane	area	swift	ts	portTodos	n_gaps	gaps	commit	notes
fixed	low	minor	92	3	component	Sources/EChartsKit/component/timeline/TimelineComponentModel.swift	upstream/echarts/src/component/timeline/TimelineModel.ts	0	1	SliderTimelineModel omits the DataFormatMixin mixin (formatTooltip/getDataParams), so timeline tooltip content is unavailable	c275aba	addressed=1
partial	low	minor	92	2	coord	Sources/EChartsKit/coord/geo/geoCreator.swift	upstream/echarts/src/coord/geo/geoCreator.ts	2	2	resizeGeo drops layout.applyPreserveAspect on the left/top/width/height path, so preserveAspect adjustment is not applied ||| scaleLimit is computed across the map-series group but never applied (roam deferred)	cf53748	addressed=1 | deferred=1
partial	low	minor	92	1	model	Sources/EChartsKit/model/Component.swift	upstream/echarts/src/model/Component.ts	1	3	mergeDefaultAndTheme omits layout.fetchLayoutMode/getLayoutParams + final mergeLayoutParam (box-layout param merge for layoutMode components) ||| mergeOption omits the layout.fetchLayoutMode/mergeLayoutParam branch, so left/right/width/height merge semantics are plain-merged not layout-aware ||| getDefaultOption legacy ParentClass.extend ancestor-merge branch dropped (unreachable: isExtendedClass always false)	612b3c5	addressed=2 | deferred=1
partial	low	minor	92	3	view	Sources/EChartsKit/view/Chart.swift	upstream/echarts/src/view/Chart.ts	0	2	makeInner(payload).updateMethod is inert (value-type Payload) so markUpdateMethod is a no-op and renderTaskReset drops the dynamic view[updateMethod] routing, always falling through to 'render' instead of updateView/updateVisual ||| eachRendered uses Group.traverse which visits children only, so unlike upstream traverseElements it never invokes cb on the root group element	718a289	addressed=1 | deferred=1
partial	low	minor	92	3	ZRenderKit	Sources/ZRenderKit/ZRender.swift	upstream/zrender/src/zrender.ts	0	3	_refresh's refreshHover path never paints a hover layer (painter.refresh only runs for the normal-layer branch) — hover-layer rendering deferred ||| opts.useDirtyRect is stored but the dirty-rect render optimization is not implemented (always full repaint; performance, not correctness) ||| useCoarsePointer === 'auto' env.touchEventsSupported defaulting not modeled — only an explicit opts.pointerSize is honored	2a1b121	addressed=1 | deferred=2
skipped	low	minor	92	2	Core	Sources/ZRenderKit/Core/event.swift	upstream/zrender/src/core/event.ts	2	2	transformCoordWithViewport is a nil stub (CSS-transform viewport mapping from dom.ts not ported; native UIKit bridge supplies zrX/zrY instead) ||| calculateZrXY yields (0,0) whenever reached because env.domSupported is false on native (path is bypassed since bridge pre-populates zrX)		deferred=2
skipped	low	minor	92	1	Graphic	Sources/ZRenderKit/Graphic/Displayable.swift	upstream/zrender/src/graphic/Displayable.ts	1	3	_applyStateObj drops the whole style transition/merge body (createStyle+_mergeStyle+_transitionState, inHoverOnlyStyleChange, PRIMARY_STATES_KEYS z/z2/invisible apply); only calls super. ||| _innerSaveToNormal does not clone this.style into _normalState.style nor _savePrimaryToNormal the z/z2/invisible keys. ||| _mergeStates does not merge each state's style into mergedState.style.		deferred=3
partial	low	minor	93	3	component	Sources/EChartsKit/component/axisPointer/modelHelper.swift	upstream/echarts/src/component/axisPointer/modelHelper.ts	0	2	collectSeriesInfo only handles Cartesian2D and Single coordSys; polar (and other) series never populate axisInfo.seriesModels, so their trigger:'axis' tooltip series data is missing ||| LinkGroup.mapper stored opaquely; cross-axis link value mapping is deferred (invoked in axisTrigger, not here)	5bff9f0	addressed=1 | deferred=1
partial	low	minor	93	2	coord	Sources/EChartsKit/coord/geo/GeoModel.swift	upstream/echarts/src/coord/geo/GeoModel.ts	0	2	init omits modelUtil.defaultEmphasis(option,'label',['show']) so emphasis label show default is not seeded ||| RoamHostModel conformance not declared; __ownRoamView returns erased Any? (roam interaction deferred)	f5ee7b0	addressed=1 | deferred=1
skipped	low	minor	93	3	ZRenderKit	Sources/ZRenderKit/Handler.swift	upstream/zrender/src/Handler.ts	3	3	dispatchToElement omits the el[onEventName] handler-prop path (onclick/onmousedown…) — only the .on() listener path fires (documented native seam) ||| dispatchToElement omits the CanvasPainter.eachOtherLayer user-layer event fan-out (canvas-only) ||| processGesture substitutes a sentinel Displayable for an empty-space pinch target instead of upstream's undefined, and dispatches the wrapped event		deferred=3
skipped	low	minor	95	1	chart	Sources/EChartsKit/chart/candlestick/candlestickLayout.swift	upstream/echarts/src/chart/candlestick/candlestickLayout.ts	0	2	handler.plan set to nil instead of createRenderPlanner() → progressive chunk planning not represented (reset recomputes each pass, so normal render unaffected) ||| axisSnippets helpers (makeAxisStatKey/createBandWidthBasedAxisContainShapeHandler/createMetricsNonOrdinalLinearPositiveMinGap) are local stubs, not the shared upstream module		deferred=2
fixed	low	minor	95	1	chart	Sources/EChartsKit/chart/candlestick/CandlestickSeries.swift	upstream/echarts/src/chart/candlestick/CandlestickSeries.ts	0	1	addOrdinal index-prepend writes back to option.data (value types) instead of upstream's dual-alias trick; a later mergeOption not replacing data would double-prepend the category index	e64847e	addressed=1
skipped	low	minor	95	2	chart	Sources/EChartsKit/chart/graph/forceHelper.swift	upstream/echarts/src/chart/graph/forceHelper.ts	0	1	Math.random() init-position and degenerate-overlap tiebreak replaced by deterministic golden-ratio scatter (port bans Math.random) — settled layout is reproducible but differs from echarts.js pixel positions		deferred=1
skipped	low	minor	95	2	chart	Sources/EChartsKit/chart/graph/forceLayout.swift	upstream/echarts/src/chart/graph/forceLayout.ts	0	1	Replaces upstream's single forceInstance.step() with a synchronous settle loop (up to 1500 iters) because the live per-frame animation host is not ported — static frame shows settled not first-step layout		deferred=1
partial	low	minor	95	1	chart	Sources/EChartsKit/chart/map/MapSeries.swift	upstream/echarts/src/chart/map/MapSeries.ts	2	2	__ownRoamView() (RoamHostModel ownership of the geo View) is a documented no-op — roam ownership deferred ||| shared-geo center/zoom/scaleLimit live-view roam state not wired (only initial options read)	9273836	addressed=1 | deferred=1
fixed	low	minor	95	2	chart	Sources/EChartsKit/chart/pie/PieSeries.swift	upstream/echarts/src/chart/pie/PieSeries.ts	0	1	_defaultLabelLine deferred (no-op): labelLine.show is not gated off when label.show:false, so leader lines still draw	659214d	addressed=1
skipped	low	minor	95	2	chart	Sources/EChartsKit/chart/sunburst/sunburstAction.swift	upstream/echarts/src/chart/sunburst/sunburstAction.ts	0	1	payload.direction = rollUp/drillDown write is a no-op (value-type Payload), only feeds the deferred entrance-animation routing		deferred=1
skipped	low	minor	95	3	component	Sources/EChartsKit/component/axisPointer/findPointFromSeries.swift	upstream/echarts/src/component/axisPointer/findPointFromSeries.ts	0	1	seriesModel.getTooltipPosition branch is a no-op (deferred): a cartesian series overriding getTooltipPosition gets dataToPoint fallback instead		deferred=1
skipped	low	minor	95	3	component	Sources/EChartsKit/component/axisPointer/globalListener.swift	upstream/echarts/src/component/axisPointer/globalListener.ts	1	1	handler fan-out is not throttled (util/throttle deferred) — upstream throttles; here handlers fire on every raw mousemove		deferred=1
skipped	low	minor	95	2	component	Sources/EChartsKit/component/helper/RoamController.swift	upstream/echarts/src/component/helper/RoamController.ts	0	2	isAvailableBehavior string-config path ('ctrl'/'shift'/'alt') always returns false — modifier-key-gated roam is unavailable since ZRRawEvent lacks shiftKey/ctrlKey/altKey ||| removeUniformListener is a no-op (Eventful can't remove a specific closure); the empty uniform stays bound and fans out to nothing — faithful in effect, not a behavior change		deferred=2
partial	low	minor	95	2	component	Sources/EChartsKit/component/toolbox/toolboxFeatureManager.swift	upstream/echarts/src/component/toolbox/featureManager.ts	0	2	ToolboxFeature.onclick drops upstream's `event: ZRElementEvent` arg (documented deferral) ||| UserDefinedToolboxFeature (`my*`) interface not modeled	b112ed9	addressed=1 | deferred=1
fixed	low	minor	95	3	component	Sources/EChartsKit/component/visualMap/visualEncoding.swift	upstream/echarts/src/component/visualMap/visualEncoding.ts	1	1	Handler #1 omits the `pipelineContext.large` short-circuit, so large/progressive-mode series would still run per-point encoding instead of skipping	1085195	addressed=1
skipped	low	minor	95	1	coord	Sources/EChartsKit/coord/axisStatistics.swift	upstream/echarts/src/coord/axisStatistics.ts	0	2	cycleCache is a local stub keyed per-ecModel with no automatic per-EC_FULL_UPDATE/EC_PREPARE reset (only manual resetCachePerECFullUpdate); upstream resets each cycle in echarts.ts ||| EChartsExtensionInstallRegisters base registerProcessor is a PORT-STUB that discards the AXIS_STATISTICS overallReset processor unless the real capturing subclass in ECharts.swift is used		deferred=2
fixed	low	minor	95	1	coord	Sources/EChartsKit/coord/polar/PolarAxisModel.swift	upstream/echarts/src/coord/polar/AxisModel.ts	0	1	updateAxisBreaks returns an empty AxisBreakUpdateResult stub, so axis-break feature is inert on polar axes	62f8ce7	addressed=1
skipped	low	minor	95	2	core	Sources/EChartsKit/core/ExtensionAPI.swift	upstream/echarts/src/core/ExtensionAPI.ts	0	1	`availableMethods` dynamic ecInstance forwarding (getDom/isSSR/isDisposed/on/off/getDataURL/getOption/getId/updateLabelLayout) not declared as abstract members — deferred to Phase 6b; unused by ported callers		deferred=1
fixed	low	minor	95	3	data	Sources/EChartsKit/data/helper/sourceManager.swift	upstream/echarts/src/data/helper/sourceManager.ts	1	2	disableTransformOptionMerge is a no-op (setAsPrimitive unported), so a transform option is deep-merged instead of replaced on a second setOption ||| needsCreateSource collapses JS null-vs-undefined on seriesLayoutBy in the dataset-upstream path (Optionals), may diverge from upstream	0a7f993	
skipped	low	minor	95	1	model	Sources/EChartsKit/model/Global.swift	upstream/echarts/src/model/Global.ts	4	1	_mergeOption wraps oldCmptList via compactMap, dropping 'hole' (removed) components, so replaceMerge index/hole preservation (design case 3) is not modeled		deferred=1
fixed	low	minor	95	1	util	Sources/EChartsKit/util/time.swift	upstream/echarts/src/util/time.ts	0	1	leveledFormat skips makeAxisLabelFormatterParamBreak enrichment, so a user function formatter on a break time-axis gets extra with no break info	adf5799	addressed=1
skipped	low	minor	95	3	visual	Sources/EChartsKit/visual/style.swift	upstream/echarts/src/visual/style.ts	3	1	decalOption.dirty=true and sharedModel.option.decal.dirty=true mutations not propagated (value-type bag) — deferred pending decal-pattern rendering		deferred=1
partial	low	minor	95	3	visual	Sources/EChartsKit/visual/VisualMapping.swift	upstream/echarts/src/visual/VisualMapping.ts	2	2	prepareVisualTypes replaces upstream's inconsistent sort comparator with a color-first stable partition; relative order of multiple color* types can differ ||| normalizeVisualRange flattens an object-form visual via nondeterministic Swift dict iteration, so paired visual assignment order can differ from JS insertion order	1fea2b0	addressed=1 | deferred=1
fixed	low	minor	95	2	Core	Sources/ZRenderKit/Core/WeakMap.swift	upstream/zrender/src/core/WeakMap.ts	0	1	has()/delete() return presence-based booleans, not upstream's `!!value` truthiness — a stored falsy value (0/''/false) reads has()==true where upstream returns false	35bfaf8	addressed=1
skipped	low	minor	95	1	Graphic	Sources/ZRenderKit/Graphic/Path.swift	upstream/zrender/src/graphic/Path.ts	4	1	_applyStateObj/_innerSaveToNormal/_mergeStates omit upstream shape-state merge/clone bodies; state-driven shape transitions routed through the live useState->animateTo path instead		deferred=1
skipped	low	minor	95	1	Graphic	Sources/ZRenderKit/Graphic/Text.swift	upstream/zrender/src/graphic/Text.ts	0	3	getFill/getStroke gradient/pattern branch (returns '#000' upstream) unreachable: fill/stroke are String, so gradient/pattern text fill/stroke unrepresentable ||| parseRichText backgroundColor.image token-width-from-image-size branch deferred (needs image-loading seam); token width falls back to measured text width ||| setSeparateFont drops the string arm of token fontSize (e.g. '12px'); svg-only field, no effect on canvas font since makeFont already builds the font string		deferred=3
partial	low	minor	95	2	Tool	Sources/ZRenderKit/Tool/ToolPath.swift	upstream/zrender/src/tool/path.ts	5	3	clonePath does not reassign path.buildPath = sourcePath.buildPath; a cloned SVGPath/custom-buildPath element renders base no-op geometry (only setShape carried) ||| buildPath/mergePath skip the getContext()/rebuildPath(ctx,1) Canvas2D percent-draw rebuild (sanctioned §9 renderer seam; native rebuilds from appended proxy) ||| clonePath setStyle uses replace (useStyle) not upstream's merge into default style; partial-source-style edge cases deferred	ee9cc9c	addressed=1 | deferred=2
partial	low	minor	96	1	chart	Sources/EChartsKit/chart/line/LineView.swift	upstream/echarts/src/chart/line/LineView.ts	7	3	`disableLabelAnimation = true` deferred in _initSymbolLabelAnimation/_initOrUpdateEndLabel — symbol/end labels may animate where upstream suppresses it ||| animationDelay/animationDuration callback (per-index function) form not modeled; only numeric delay is read ||| triggerLineEvent __DEV__ warnDeprecated warning omitted (behaviorally inert)	74523cd	addressed=1 | deferred=2
partial	low	minor	96	2	coord	Sources/EChartsKit/coord/geo/GeoSVGResource.swift	upstream/echarts/src/coord/geo/GeoSVGResource.ts	0	2	_buildGraphic silently yields an empty Group on parse failure instead of throwing upstream's 'Invalid svg format' error (assert(rootFromParse != null) omitted) ||| applyNameMap remains unported (matches upstream's own PENDING-commented state)	89c0c5c	addressed=1 | deferred=1
partial	low	minor	96	1	model	Sources/EChartsKit/model/Model.swift	upstream/echarts/src/model/Model.ts	8	2	clone() returns a base Model instead of reconstructing the concrete subclass (constructor-via-metatype avoided), so a subclass clone loses its type ||| isAnimationEnabled hardcodes !env.node true (ZRenderKit env.node=1) intentionally for native, diverging from upstream node-guard	7e69b98	addressed=1 | deferred=1
skipped	low	minor	96	1	util	Sources/EChartsKit/util/modelUtil.swift	upstream/echarts/src/util/model.ts	1	1	preParseFinder iterates ModelFinderObject via Swift Dictionary (unordered); upstream relies on object key order, so ambiguous multi-key finders may map differently		deferred=1
skipped	low	minor	97	1	chart	Sources/EChartsKit/chart/candlestick/candlestickVisual.swift	upstream/echarts/src/chart/candlestick/candlestickVisual.ts	0	1	handler.plan set to nil instead of createRenderPlanner() → progressive planning not represented (reset recomputes each pass)		deferred=1
fixed	low	minor	97	1	chart	Sources/EChartsKit/chart/funnel/funnelLayout.swift	upstream/echarts/src/chart/funnel/funnelLayout.ts	0	1	isFunction(sort) branch is a documented no-op: a user-supplied JS comparator function for `sort` is dropped (only 'ascending'/'descending'/'none' strings work)	47c39c0	addressed=1
fixed	low	minor	97	2	component	Sources/EChartsKit/component/legend/LegendModel.swift	upstream/echarts/src/component/legend/LegendModel.ts	0	1	"Numeric legend.data names coerce to """" (get(""name"") as? String) since select/isSelected assume String; numeric names mis-key the selected map"	835cc7f	addressed=1
fixed	low	minor	97	3	component	Sources/EChartsKit/component/radar/RadarComponentView.swift	upstream/echarts/src/component/radar/RadarView.ts	0	1	pathStyleFromDict drops a raw gradient/pattern OBJECT set as splitLine/splitArea `color` (only String/pre-built ZRColor bridged) — deferred option-dict→ZRColor bridge	cbeb73e	addressed=1
fixed	low	minor	97	3	component	Sources/EChartsKit/component/tooltip/tooltipMarkup.swift	upstream/echarts/src/component/tooltip/tooltipMarkup.ts	2	1	retrieveVisualColorForTooltipMarker via convertToColorStringLoose returns 'transparent' for a visual-style color stored as a typed ZRenderKit ZRColor instead of String/EChartsKit ZRColor (marker dot may lose color)	02bae26	addressed=1
fixed	low	minor	97	1	coord	Sources/EChartsKit/coord/scaleRawExtentInfo.swift	upstream/echarts/src/coord/scaleRawExtentInfo.ts	2	1	invokeAxisMinMaxCallback only casts one closure shape (([String:Double])->ScaleDataValue); an axis min/max function option of any other Swift signature is silently dropped to nil	a1bfd7f	addressed=1
skipped	low	minor	97	1	coord	Sources/EChartsKit/coord/radar/RadarModel.swift	upstream/echarts/src/coord/radar/RadarModel.ts	2	2	indicator model.uid keeps ComponentModel 'ec_cpt_model' prefix instead of getUID('ec_radar'); still unique, benign unless 'ec_radar' prefix is load-bearing ||| axisName.formatter function branch requires the erased closure to cast to RadarAxisNameFormatter; a differently-typed closure leaves name unchanged		deferred=2
skipped	low	minor	97	3	data	Sources/EChartsKit/data/Source.swift	upstream/echarts/src/data/Source.ts	1	1	keyedColumns branch of determineSourceDimensions iterates Swift's unordered Dictionary, so auto-detected dimension order may diverge from upstream JS insertion order		deferred=1
skipped	low	minor	97	3	data	Sources/EChartsKit/data/helper/createDimensions.swift	upstream/echarts/src/data/helper/createDimensions.ts	4	1	encodeDefMap built from a Swift `[String:Any]` dict loses JS insertion order, so encode-key iteration order (affecting availDimIdx assignment) can differ from upstream in edge cases		deferred=1
skipped	low	minor	97	2	label	Sources/EChartsKit/label/labelStyle.swift	upstream/echarts/src/label/labelStyle.ts	3	1	LabelExtendedTextStyle.__marginType tag is not stored on the style: the margin VALUE is computed but which of minMargin/textMargin produced it is lost, so downstream margin-conflict resolution (labelLayoutHelper margin expansion) cannot distinguish them		deferred=1
partial	low	minor	97	3	layout	Sources/EChartsKit/layout/barGrid.swift	upstream/echarts/src/layout/barGrid.ts	2	2	createProgressiveLayout sets handler.plan=nil (createRenderPlanner not wired), so progressive-render chunk planning differs from upstream; reset recomputes each pass ||| computeBarLayoutForCustomSeries does not resolve string-percent bar sizes (barGridOptionSize collapses strings to 0) for custom series	08363bf	addressed=1 | deferred=1
skipped	low	minor	97	3	layout	Sources/EChartsKit/layout/points.swift	upstream/echarts/src/layout/points.ts	0	1	handler.plan=nil (createRenderPlanner not wired), so progressive-render chunk planning differs from upstream; reset recomputes each pass		deferred=1
skipped	low	minor	97	1	util	Sources/EChartsKit/util/format.swift	upstream/echarts/src/util/format.ts	0	2	windowOpen is a native no-op (browser-only window.open has no host wiring yet) ||| formatTplSimple iterates a Swift Dictionary (unspecified order) vs upstream JS insertion order, diverging if one value contains another key's placeholder		deferred=2
fixed	low	minor	97	1	util	Sources/EChartsKit/util/log.swift	upstream/echarts/src/util/log.ts	0	1	makePrintable: JSON.stringify replacer that re-formats nested Infinity/NaN/Date/function values is dropped; bare scalars fall through to '?' (dev-only log text)	1edff11	addressed=1
skipped	low	minor	97	3	ZRenderKit	Sources/ZRenderKit/config.swift	upstream/zrender/src/config.ts	0	1	getDevicePixelRatio always returns 1 — the window.devicePixelRatio / screen.deviceXDPI branch is dropped (documented iOS native seam)		deferred=1
skipped	low	minor	97	1	Graphic	Sources/ZRenderKit/Graphic/TSpan.swift	upstream/zrender/src/graphic/TSpan.ts	0	1	DEFAULT_TSPAN_STYLE omits DEFAULT_PATH_STYLE.lineJoin default, so stroked-text corner joins default differently		deferred=1
skipped	low	minor	98	3	component	Sources/EChartsKit/component/dataZoom/dataZoomHistory.swift	upstream/echarts/src/component/dataZoom/history.ts	0	1	push() origin-range lookup matches any dataZoom by id instead of upstream's subType:'select' query (documented; toolbox-select subtype not ported)		deferred=1
fixed	low	minor	98	2	coord	Sources/EChartsKit/coord/parallel/ParallelAxisModel.swift	upstream/echarts/src/coord/parallel/AxisModel.ts	0	1	updateAxisBreaks(payload) always returns empty AxisBreakUpdateResult(breaks:[]) — axis-break feature is a no-op on parallel axes	1f60b6d	addressed=1
fixed	low	minor	98	3	data	Sources/EChartsKit/data/DataStore.swift	upstream/echarts/src/data/DataStore.ts	3	1	'int'-typed columns are not truncated to Int32 (all chunks are Double-backed [ParsedValue]), so integer-only storage semantics differ from CtorInt32Array	2df0259	addressed=1
fixed	low	minor	98	3	data	Sources/EChartsKit/data/SeriesData.swift	upstream/echarts/src/data/SeriesData.ts	4	1	wrapMethod only fires injections for 'cloneShallow' and 'getItemModel'; wrapping any other method name stores the injection but never invokes it (upstream rebinds arbitrary methods)	6c3df2e	addressed=1
fixed	low	minor	98	2	Core	Sources/ZRenderKit/Core/LRU.swift	upstream/zrender/src/core/LRU.ts	0	1	"LRUKey models string|number as a tagged enum: .number(1) and .string(""1"") are distinct, unlike JS which coerces numeric keys to strings and collides them"	4080f7e	addressed=1
skipped	low	minor	100	3	chart	Sources/EChartsKit/chart/chord/chordInstall.swift	upstream/echarts/src/chart/chord/install.ts	0	1	install() body is commented documentation only; correctness depends on the Orchestrate driver actually registering ChordView/ChordSeriesModel/chordCircularLayoutStageHandler/dataFilter('chord')		deferred=1
skipped	none	stub	100	3	component	Sources/EChartsKit/component/visualMap/installCommon.swift	upstream/echarts/src/component/visualMap/installCommon.ts	0	0			deferred=1
skipped	none	minor	60	1	chart	Sources/EChartsKit/chart/sankey/sankeyInstall.swift	upstream/echarts/src/chart/sankey/install.ts	0	0			deferred=0
skipped	none	minor	100	3	component	Sources/EChartsKit/component/visualMap/visualMapHelper.swift	upstream/echarts/src/component/visualMap/helper.ts	1	0			deferred=0
