bucket	swift	ts	prev_status	status	coverage	priority	n_fixed	n_remaining	n_new	fixed	remaining	newGaps	notes
B	Sources/NativePainter/NativePlatformAPI.swift		parity	no-upstream	100	low	0	0	1			Remote (http/https) image sources still never render: platformApi.loadImage decodes only data: URIs and local file paths synchronously, so a ZRImage/Pattern/graphic element pointing at a network URL silently draws nothing — the async loadImage -> onload -> __image dispatch (zrender graphic/helper/image.ts createOrUpdateImage/imageOnLoad/isImageReady + globalImageCache LRU) is unported.	NEW file (added by the fix campaign, commit 8d4808c) — native glue with no 1:1 upstream file; it installs a PartialPlatformAPI(loadImage:) override onto ZRenderKit's already-ported platform.ts seam, which previously returned nil from DefaultPlatformAPI.loadImage. Verified: setPlatformAPI's per-key merge (platform.swift:240, MergedPlatformAPI) means createCanvas/measureText/getTime keep their existing implementations, and the `private let _installOnce: Void = {...}()` idiom makes installation genuinely idempotent and thread-safe. The synchronous onload()-then-return-handle shape is a faithful-enough native realization of upstream's `image.onload = onload; image.src = src`. The header's own 'deferred' PORT-NOTE is accurate (not a stale marker) — I recorded the remote-URL/async half as the one concrete behavior still missing; it is a half-done seam rather than something the edits broke.
B	Sources/RasterizerPainter/RasterizerPainter.swift		parity	no-upstream	100	none	0	0	0				No upstream counterpart — EXPERIMENTAL alternative painter over the vendored mindbrix/Rasterizer (Metal) engine, explicitly 'NOT a translation of anything upstream'. (Prev audit: parity/100 with empty `ts`.) Single edit since 2026-07-17: `makePatternPaint` switched from `loadCGImage(pat.image)` to a switch over the new `ImageSource` enum, adding the previously-unhandled already-decoded `.image` arm via the existing `Self.asCGImage`; behavior-preserving for the `.url` arm. Minor inconsistency worth knowing but not a fidelity gap: unlike CGRenderer/CALayerPainter this file still calls `loadCGImage` directly rather than `platformApi.loadImage` — functionally identical today because the installed seam is backed by loadCGImage, but a future custom platform loadImage would not be honored by this painter. The header's KNOWN GAPS list (shadows, blend modes, bevel join/miterLimit, clip chains >1, image-paint opacity) is pre-existing, accurate, and is a limitation of this experimental backend versus the CG painter — not an upstream migration gap, so not recorded as backlog.
B	Sources/ZRenderKit/Graphic/Helper/roundSector.swift	zrender/src/graphic/helper/roundSector.ts	parity	parity	100	none	0	0	0				Line-for-line parity re-confirmed against all 321 upstream lines: intersect, computeCornerTangents, normalizeCornerRadius (all 5 length cases incl. the empty-array early return), and buildPath's full branch tree (point / circle-annulus / sector, outer+inner corner rounding, the arc<PI intersection clamp, the merged-corner case, closePath). The load-bearing JS-semantics emulation is intact: local mathMin/mathMax propagate NaN (Swift's Swift.min/max do not), the corner variables are seeded Double.nan to stand in for upstream's `undefined`, and `mod = arc > PI2 ? arc % PI2 : 0` models JS's `false`-coerces-to-0. Only edit since 2026-07-17: `CornerRadius` gained `: Equatable` so Element.anyStrictEqual can filter an UNCHANGED corner radius out of an animateTo prop bag. That is a safe, correctly-documented deviation (JS `===` on two equal arrays is false, so upstream would allocate a no-op animator that re-sets the same value — same rendered result). `zrTruthy` still correctly models `if (cornerRadius)` (number 0/NaN falsy, any array incl. empty truthy). No stale markers.
B	Sources/ZRenderKit/Graphic/Shape/Polyline.swift	zrender/src/graphic/shape/Polyline.ts	parity	parity	100	none	0	0	0				Parity with the 44-line upstream: PolylineShape (points/percent/smooth/smoothConstraint with upstream defaults), getDefaultStyle {stroke:'#000', fill:null}, getDefaultShape, buildPath -> poly.buildPath(ctx, shape, false), type='polyline'. Only edit since 2026-07-17 is the ADDITIVE `setBuildPathOverride(_:)` seam that lets EChartsKit's labelGuideHelper reproduce upstream's per-instance `labelLine.buildPath = buildLabelLinePath` (Swift methods aren't reassignable). Verified it actually works rather than trusting the comment: it writes `Path.__morphBuildPath`, and Path.swift:706/729/778 consult that hook in getUpdatedPathProxy/getCachedPathProxy/getBoundingRect in place of buildPath, so the custom leader-line geometry really does reach the renderer AND the bounding rect; labelGuideHelper.swift:832 installs it inside setLabelLineStyle, which runs on every update. Fragility (documented in-file, not a gap I am opening): `__morphBuildPath` is a single slot shared with the morph/clone/decal seams (morphPath.swift:411 nils it, morphPath.swift:464 / ToolPath.swift:648 / Path.swift:511 assign it), so a label-line Polyline that is morphed, cloned or decaled loses the override until the next setLabelLineStyle re-install — upstream's per-instance assignment has no such collision.
B	Sources/ZRenderKit/Graphic/Shape/Sector.swift	zrender/src/graphic/shape/Sector.ts	parity	parity	100	none	0	0	0				Parity with the 56-line upstream (SectorShape fields + defaults incl. endAngle = 2π and clockwise = true, getDefaultShape, buildPath -> roundSector.buildPath, isZeroArea, type='sector'; `open` rather than `final` so SunburstPiece can subclass as upstream does). Edit since 2026-07-17 REMOVES a real gap and the PORT-NOTE that documented it: `cornerRadius` is now exposed through BOTH animationGet and animationSet, with the non-Double case handled BEFORE the `guard let v = value as? Double` (otherwise the boxed union would be silently dropped — exactly the class of silent-no-op bug this repo keeps hitting). Verified the 'discrete jump, not tweened' claim against the animator rather than the comment: Animator.swift maps an unrecognized value type to VALUE_TYPE_UNKOWN and sets `discrete = true` (Animator.swift:452-456, 634), which uses the raw value un-parsed — matching upstream, which only assigns `state.shape.cornerRadius`. This is what makes per-state sunburst/pie `borderRadius` save-to-normal and restore-on-state-exit work. No stale markers.
B	Sources/ZRenderKit/Tool/parseSVG.swift	zrender/src/tool/parseSVG.ts	parity	parity	100	none	0	0	0				Full function inventory re-checked against upstream: SVGParser.parse/_parseNode/_parseText, parsePaintServerUnit, parseGradientColorStops, inheritStyle, parsePoints, parseAttributes, applyTextAlignment, getFillStrokeStyle, applyDefs, splitNumberSequence, parseTransformAttribute, parseInlineStyle, parseAttributeStyle, makeViewBoxTransform, parseSVG, parseXML — all present, and makeViewBoxTransform matches upstream's xMidYMid math term for term. Only edit since 2026-07-17 is the one-line `Pattern(dataURI, .repeat)` -> `Pattern(.url(dataURI), .repeat)` adaptation to ZRenderKit's new ImageSource enum — a pure type migration, no behavior change. Note the `<pattern>` support in _parsePattern is an ADDITION beyond upstream (upstream's 'pattern' nodeParser is commented out at parseSVG.ts:595), so its documented DEVIATIONs (patternUnits/objectBoundingBox not resolved, patternTransform ignored, nested url(#id) fills inside a tile not reflected) cannot be upstream gaps. No PORT-TODO markers anywhere in the file; no stale markers found.
C	Sources/EChartsKit/chart/candlestick/CandlestickSeries.swift	upstream/echarts/src/chart/candlestick/CandlestickSeries.ts	minor	parity	98	none	1	0	0	addOrdinal index-prepend now writes the indexed data to option.data, eagerly re-prepares the SourceManager, then RESTORES the original non-indexed data — no double-prepend on a later mergeOption			Verified SourceManager.prepareSource() is EAGER (calls _createSource() immediately when dirty, sourceManager.swift:142), so the Source captures a value copy of the index-prepended data before option.data is restored. That makes the value-semantics substitution behaviorally identical to upstream's dual-alias trick: upstream also leaves option.data holding un-indexed clones, so a re-prepare from option.data has the same outcome in both. The prior gap was a mis-grade, not a real defect.
C	Sources/EChartsKit/chart/candlestick/CandlestickView.swift	upstream/echarts/src/chart/candlestick/CandlestickView.ts	minor	minor	90	low	2	1	0	_incrementalRenderNormal now assigns el.incremental = model.getIncrementalId(seriesModel) (line 284); getIncrementalId is live in util/modelUtil.swift:1659 ||| eachRendered now walks _progressiveEls when present instead of always traversing the group (lines 124-134)	Large + progressive candlestick renders NOTHING incrementally: the createLarge(seriesModel, group, &progressiveEls, incremental) overload (line 516-525) is still a literal no-op, so _incrementalRenderLarge adds no elements for a large dataset streamed through the progressive pipeline		The NON-incremental large path is genuinely live (the 2-arg createLarge overload at line 528 calls candlestickCreateLarge, which builds the three sign-keyed LargeBoxPaths), so a plain large-mode candlestick draws correctly; only the progressive/streaming overload is stubbed. eachRendered's _progressiveEls branch does not recurse into children, but candlestick progressive elements are leaf Paths so this is equivalent.
C	Sources/EChartsKit/chart/chord/ChordEdge.swift	upstream/echarts/src/chart/chord/ChordEdge.ts	minor	parity	98	none	2	0	0	"saveOldStyle(el) + updateProps(el, [""shape"": shape], seriesModel, edgeIdx) are both wired on the non-firstCreate branch (lines 250-257) — ribbons now morph on data update instead of snapping ||| applyEdgeFill source/target branches now set edgeShape.pathStyle.decal from the node's 'style' visual (lines 311, 320)"			STALE-MARKER: Sources/EChartsKit/chart/chord/ChordEdge.swift:29 says the enter/update ribbon transition 'is DEFERRED by design', and :36-38 says 'this static-render view applies the target shape directly, so the enter/update transition is intentionally not wired' — but updateData (lines 249-257) calls saveOldStyle + updateProps exactly like upstream. Both header notes are wrong. Also verified upstream's extend(getSectorCornerRadius(...), layout) contributes nothing to buildPath (ChordPathShape has no cornerRadius field), so discarding the merge result is harmless.
C	Sources/EChartsKit/chart/chord/ChordSeries.swift	upstream/echarts/src/chart/chord/ChordSeries.ts	minor	parity	97	none	1	0	0	"beforeLink is fully implemented: edgeData.wrapMethod(""getItemModel"") re-wraps the item model into ChordEdgeLabelItemModel, which overrides resolveParentPath (label->edgeLabel redirect, chordResolveEdgeLabelPath at line 62) and overrides getModel to stamp the redirect onto each child (ChordEdgeLabelChildModel) — the exact newGetModel semantics"			Confirmed Model.getModel consults resolveParentPath on the parent-model lookup path (Model.swift:201, :301), so the subclass override is actually load-bearing; edge label option paths now resolve against series-level `edgeLabel`. SeriesData.wrapMethod exists (SeriesData.swift:1330).
C	Sources/EChartsKit/chart/chord/ChordView.swift	upstream/echarts/src/chart/chord/ChordView.ts	minor	parity	96	none	3	0	0	innerStore.getECData(el).dataIndex is tagged on both pieces (line 122) and edges (line 211), so hover/tooltip/highlight resolve the chord datum ||| first-render grow-in is wired: group.scaleX/Y = 0.01 + number.parsePercent center origin + initProps to 1 (lines 170-178) ||| removeElementWithFadeOut is called on the update-without-layout branch and both remove branches (lines 137, 158, 226) — removed nodes/edges fade out			STALE-MARKER: Sources/EChartsKit/chart/chord/ChordView.swift:91-100 says 'The diff + removeElementWithFadeOut + updateData reuse are DEFERRED (CONVENTIONS §5), so the group is rebuilt from scratch each render' — the code immediately below (lines 107-160) runs the full data.diff(oldData).add/update/remove.execute() with element reuse, exactly matching upstream. renderEdges (lines 186-230) likewise matches upstream verbatim.
C	Sources/EChartsKit/chart/funnel/FunnelSeries.swift	upstream/echarts/src/chart/funnel/FunnelSeries.ts	minor	parity	97	none	1	0	0	"_defaultLabelLine (lines 110-144) is a real implementation: model.defaultEmphasis(&host, ""labelLine"", [""show""]) then labelLine.show &&= label.show and emphasis.labelLine.show &&= emphasis.label.show, written back into self.option"			Correctly operates on the MERGED self.option bag rather than the pre-merge `option` parameter (the same distinction upstream gets for free by reference identity).
C	Sources/EChartsKit/chart/funnel/funnelLayout.swift	upstream/echarts/src/chart/funnel/funnelLayout.ts	minor	parity	98	none	1	0	0	getSortedIndices now has a live isFunction(sort) branch: `if let sortFn = sort as? (Int, Int) -> Int { indices.sort { ... } }` (lines 53-66), including an explicit stable-sort tiebreak to match JS Array.prototype.sort stability			The user-comparator type is fixed to (Int, Int) -> Int; a caller supplying any other closure shape falls through to the string branch, but that is the only sensible Swift surface for a JS comparator.
C	Sources/EChartsKit/chart/graph/forceHelper.swift	upstream/echarts/src/chart/graph/forceHelper.ts	minor	minor	95	none	0	1	0		Graph force-layout node positions are not pixel-identical to echarts.js: Math.random() initial scatter and the degenerate-overlap tiebreak are replaced by a deterministic golden-ratio/Weyl low-discrepancy sequence (forceHelper.swift:325-331), so a settled force graph is reproducible but lands at different coordinates than the reference implementation		This is a sanctioned repo-wide policy (the port bans Math.random/Date.now); the substitute is a well-spread [-0.5, 0.5) scatter, so layout QUALITY is preserved. Not worth migrating unless pixel-exact oracle comparison against echarts.js is required.
C	Sources/EChartsKit/chart/graph/graphHelper.swift	upstream/echarts/src/chart/graph/graphHelper.ts	minor	parity	98	none	1	0	0	getNodeGlobalScale now branches on `coordSys as? View` and calls a locally-inlined calcCompensationScaleToPreserveNodeSize (lines 42-80), so nodeScaleRatio / node-size compensation under roam zoom is applied instead of always returning 1			The `as? View` narrowing is correct in THIS port because Geo does NOT subclass View here (Geo.swift:130 declares `final class Geo: Transformable, CoordinateSystemMaster`), so the geo branch still falls through to 1 exactly as upstream's isViewCoordSys type check does. View.trans / VIEW_COORD_SYS_TRANS_OVERALL exist (View.swift:62, :131).
C	Sources/EChartsKit/chart/heatmap/HeatmapBlurLayer.swift	upstream/echarts/src/chart/heatmap/HeatmapLayer.ts	minor	minor	92	low	1	1	0	_getGradient no longer pre-scales the alpha channel: it stores clampU8(c[3]) directly (line 269), reproducing Uint8ClampedArray's 0/1 rounding, so update()'s `gradient[+3]*alpha*256` no longer overflows — the soft fade and minOpacity/maxOpacity ramp work again	Heat blob edge shape only approximates upstream: the canvas shadowBlur Gaussian brush is replaced by an analytic smootherstep falloff in _getBrush (flat alpha inside pointSize, smootherstep across blurSize), so blob silhouettes differ slightly from a canvas-rendered heatmap		The rest of update() faithfully reproduces the 8-bit quantization chain (clamp to UInt8, /256 not /255, floor(alpha*(GRADIENT_LEVELS-1))*4 index). The brush deviation is documented as sanctioned and is visually close.
C	Sources/EChartsKit/chart/heatmap/HeatmapView.swift	upstream/echarts/src/chart/heatmap/HeatmapView.ts	minor	minor	93	low	4	1	1	"_renderOnMatrix (line 269) and _renderOnCalendar (line 349) both call labelStyle.setLabelStyle — calendar/matrix heatmap cells now render per-cell value labels ||| matrix and calendar cell Rects now set z2 = 1 (lines 250, 329) ||| the incremental path sets rect.incremental = model.getIncrementalId(seriesModel, useIncremental ? true : nil) (lines 576, 639) and rect.ensureState(""emphasis"").hoverLayer = 2 (line 641) ||| the calendar path now builds cells from calendar.dataToLayout(...).contentRect ?? .rect (lines 305-306), honoring the cell-gap contentRect instead of dataToPoint±cellSize/2"	Progressive/incremental rendering of a CALENDAR or MATRIX heatmap draws nothing: _renderOnGridLike (line 415) guards `seriesModel.coordinateSystem as? Cartesian2D` and returns early otherwise, while upstream's incrementalRender routes calendar and matrix through the same function	Progressive/incremental rendering of a CALENDAR or MATRIX heatmap draws nothing (only the non-progressive render() path has the dedicated _renderOnCalendar/_renderOnMatrix implementations)	STALE-MARKER: HeatmapView.swift:50 says getIncrementalId 'rides the deferred progressive pipeline' but lines 576/639 use it live. STALE-MARKER (partial): HeatmapView.swift:406 says 'Only the CARTESIAN2D branch is ported (matrix/calendar deferred)' — accurate for that function, but misleading because matrix/calendar ARE ported as _renderOnMatrix/_renderOnCalendar on the render() path.
C	Sources/EChartsKit/chart/helper/ECLine.swift	upstream/echarts/src/chart/helper/Line.ts	minor	minor	93	low	2	1	0	setLabelStyle inheritColor now defaults to tokens.color.neutral99 (line 363) instead of '#000', so unstyled line labels inherit the correct off-white ||| curved-edge label placement now uses real pointAt/tangentAt: pointAtOf/tangentAtOf (lines 602-612) delegate to BezierCurve.pointAt/tangentAt for the curve case and the chord for the straight Line, matching upstream's line.pointAt(halfPercent)/tangentAt(halfPercent)	Mid-animation reposition is missing: upstream places the from/to symbols AND the label every frame in Element#beforeUpdate; the port computes them once in _positionEndsAndLabel and only re-runs symbol scale/position from the initProps `during` callback (_growEnds), so the LABEL does not travel with the growing line, and a parent-scale change during an animation is not compensated until the next build/update		__specifiedRotation IS ported (lines 110-117, 177, 214-216), so the markLine arrow rotation fix #12388 is preserved. beforeUpdate cannot be overridden because ZRenderKit declares it `public` not `open` — closing this gap needs a ZRenderKit signature change.
C	Sources/EChartsKit/chart/helper/LargeSymbolDraw.swift	upstream/echarts/src/chart/helper/LargeSymbolDraw.ts	minor	minor	90	low	0	2	0		incrementalUpdate (line 314) renders the whole range as one fresh LargeSymbolPath: upstream's merge-into-lastAdded branch (concat into a new Float32Array while oldPoints.length < 2e4, updating endIndex) is dropped, so a progressive large scatter creates one path per chunk instead of amortized merged paths — and symbolEl.incremental = incrementalId is never assigned, so the incremental layer cannot be preserved across chunks ||| the canvas afterBrush fillRect boost is replaced by a largeSymbolBoostRects painter hook (equivalent visual output, different mechanism); the _off/notClear progressive cursor and beforeBrush(reset) remain inert		Both remaining items are the same deferral: the Scheduler task graph that would call incrementalPrepareUpdate/incrementalUpdate in chunks is not driving this class, so the single-pass behavior is currently unobservable. Revisit together with the progressive pipeline (sub-project C2).
C	Sources/EChartsKit/chart/helper/LineDraw.swift	upstream/echarts/src/chart/helper/LineDraw.ts	minor	parity	96	low	1	0	1	incrementalPrepareUpdate (line 98), incrementalUpdate (line 105), eachRendered (line 143) and _progressiveEls (line 49) are all ported and match upstream statement-for-statement, including updateIncrementalAndHover setting el.incremental and emphasis.hoverLayer = 2		updateIncrementalAndHover omits upstream's `&& !isEffectObject(el)` guard (LineDraw.swift:116), so in progressive mode an EFFECT element (one carrying animators) would also be stamped with incremental/hoverLayer, which upstream deliberately skips	HOVER_LAYER_FOR_INCREMENTAL is inlined as the literal 2 rather than a named constant — value-correct. The isEffectObject omission only bites lines-series with effect:{show:true} rendered progressively.
C	Sources/EChartsKit/chart/helper/SymbolDraw.swift	upstream/echarts/src/chart/helper/SymbolDraw.ts	major	parity	95	low	2	0	0	incrementalPrepareUpdate (line 241), incrementalUpdate (line 248), eachRendered (line 284) and _progressiveEls (line 125) are all ported; incrementalUpdate matches upstream line-for-line (updateIncrementalAndHover, symbolNeedsDraw gate, setPosition, setItemGraphicEl, _progressiveEls.push) ||| normalizeUpdateOpt is unnecessary: the Swift API types `opt` as the SymbolDrawUpdateOpt struct, so the bare-isIgnore-function coercion upstream needs cannot arise			STALE-MARKER: Sources/EChartsKit/chart/helper/SymbolDraw.swift:24-27 says 'DEFERRED: LargeSymbolDraw ... and the incremental pipeline (incrementalPrepareUpdate/incrementalUpdate/eachRendered) — those wait on the Scheduler task graph', but all three are implemented at lines 240-297. Whether the Scheduler actually drives them is a separate cross-file question (progressive routing is deferred to sub-project C2).
C	Sources/EChartsKit/chart/helper/treeHelper.swift	upstream/echarts/src/chart/helper/treeHelper.ts	minor	parity	98	none	1	0	0	wrapTreePathInfo is ported verbatim (lines 117-139): walks node->parentNode collecting {name, dataIndex, seriesModel.getRawValue(dataIndex)} then reverses — treePathInfo is now available for tree/sunburst/treemap getDataParams tooltips			All four upstream exports (retrieveTargetInfo, getPathToRoot, aboveViewRoot, wrapTreePathInfo) are present. CallbackDataParams.treePathInfo is consumed downstream (util/types.swift:1149-1155, sunburst label-rotate demo).
C	Sources/EChartsKit/chart/line/LineSeries.swift	upstream/echarts/src/chart/line/LineSeries.ts	minor	minor	92	low	4	0	2	defaultOption now includes emphasis: { scale: true } (line 84) — line symbols scale on hover by default ||| defaultOption now includes label: { position: 'top' } (line 59) ||| defaultOption now includes universalTransition: { divideShape: 'clone' } (line 87) ||| getLegendIcon now handles symbolRotate / iconRotate:'inherit' and setOrigin([itemWidth/2, itemHeight/2]) (lines 135-154)		"getLegendIcon drops upstream's line.setStyle(opt.lineStyle) and symbol.setStyle(opt.itemStyle): the port hardcodes lineWidth 2 and only copies fill/stroke, so a series with lineStyle.type:'dashed' or a custom lineWidth/opacity renders a plain solid 2px legend swatch, and itemStyle borderColor/borderWidth/opacity are ignored on the legend symbol ||| empty-symbol fill uses the literal ""#fff"" instead of tokens.color.neutral00, so an emptyCircle legend icon will not follow a dark theme"	The color-resolution preamble (preferring opt.itemStyle.fill / opt.lineStyle.stroke over the data visual) is a deliberate and correct improvement — it keeps the icon visible for a legend-toggled-off series, which the naive upstream read would lose in this port.
C	Sources/EChartsKit/chart/lines/EffectLine.swift	upstream/echarts/src/chart/helper/EffectLine.ts	minor	minor	93	low	2	0	1	"the continuity-trail scaleY stretch for 'line'/'rect'/'roundRect' symbolTypes is implemented (lines 276-289), including the lastPos*1.05 and 2*dist(p1,pos) branches and the reset to symbolScaleY ||| symbol.setStyle(effectModel.getItemStyle(['color'])) is ported as applyEffectItemStyle(sym, effectModel.getItemStyle([""color""])) (line 111), so effect.itemStyle opacity/border reach the trail symbol"		The EffectLine/EffectPolyline Group wrapper is collapsed into a helper that adds the moving symbol straight to the view group, and LinesView REBUILDS the effect symbols from scratch on every render (LinesView.swift:337-350, 411-419) — so effect symbols get no element reuse or fade-out on a data update, unlike the lines themselves	EffectPolyline's arc-length walk is folded into the same helper via isPolyline + _updateAnimationPoints/_getLineLength equivalents, so both effect flavors work. The synthetic __t track is replaced by the animator's `percent` (mathematically identical, __t = percent * maxT).
C	Sources/EChartsKit/chart/map/MapSeries.swift	upstream/echarts/src/chart/map/MapSeries.ts	minor	minor	96	low	2	1	0	__ownRoamView() is a real implementation (line 370): `return mapSeriesNeedsDrawMap(self) ? (self.coordinateSystem as? Geo)?.view : nil`, matching upstream exactly ||| the recorded 'shared-geo center/zoom/scaleLimit live-view roam state' gap was mis-recorded: upstream MapSeries.ts has no setCenter/getCenter/getZoom/setZoom — its only roam surface is __ownRoamView, which is now present	MapSeriesModel does not declare the RoamHostModel conformance (util/types.swift:2424 requires `__ownRoamView: () -> View?`; the class returns `Any?` on a plain method), so a roam engine doing `as? RoamHostModel` cannot discover the map's geo View — map pan/zoom stays unreachable until the conformance is declared		Same pattern in GeoModel.swift:428, TreeSeries.swift:283, SankeySeries.swift:301, GraphSeries.swift:479 — this is a repo-wide roam-deferral, not a MapSeries-specific defect. All eight upstream methods (getInitialData, getHostGeoModel, getMapType, getRawValue, getRegionModel, formatTooltip, getLegendIcon, __ownRoamView) are present, plus an extra getTooltipPosition.
C	Sources/EChartsKit/chart/parallel/ParallelView.swift	upstream/echarts/src/chart/parallel/ParallelView.ts	major	parity	96	none	3	0	0	incrementalRender (lines 194-219) is fully implemented — addEl per index over [taskParams.start, taskParams.end), line.incremental = model.getIncrementalId(seriesModel), updateElCommon, _progressiveEls.append — so progressive/large parallel datasets do render ||| createGridClipShape (lines 230-262) is ported: a Rect collapsed to zero width (horizontal) or height (vertical) then initProps-grown back with the removeClipPath callback — the real clip-reveal entrance, not an opacity fade ||| render now runs the real data.diff(oldData).add/update/remove.execute() (lines 113-153) with element reuse, updateProps({shape:{points}}) morphing and saveOldStyle(line) on the update path			The only deviation is a defensive fallback in `update` (if the old graphic el is missing it falls back to an add) — strictly safer than upstream's unguarded cast. Whether the Scheduler actually drives incrementalRender for parallel is a separate cross-file question.
C	Sources/EChartsKit/chart/pie/PieSeries.swift	upstream/echarts/src/chart/pie/PieSeries.ts	minor	parity	98	none	1	0	0	"_defaultLabelLine (lines 182-215) is a real implementation invoked from init (line 97): model.defaultEmphasis(&host, ""labelLine"", [""show""]) then labelLine.show &&= label.show and emphasis.labelLine.show &&= emphasis.label.show — leader lines are now suppressed when label.show is false"			Correctly read-modify-writes through self.option (the merged bag) rather than the pre-merge init parameter.
C	Sources/EChartsKit/chart/sankey/sankeyInstall.swift	upstream/echarts/src/chart/sankey/install.ts	minor	parity	95	none	0	0	0				The file itself is comment-only (repo convention: install.ts registration lives in the driver). I verified every one of upstream install()'s five effects is actually wired: registerSeriesModel -> ComponentModel.registerClass(SankeySeriesModel.self) at ECharts.swift:826; sankeyLayoutStageHandler (sankeyLayout.swift:43) and sankeyVisualStageHandler (sankeyVisual.swift:43) exist and are run in render/update; SankeyView exists (SankeyView.swift:173); the dragNode action + registerRoamActionSimply are in installSankeyAction (sankeyAction.swift:37, :71), which IS called at ECharts.swift:1223. STALE-MARKER: ECharts.swift:824-825 says 'The `dragNode` action + roam are DEFERRED (roamHelper not ported)' while installSankeyAction(ECharts._registers) runs 400 lines later at :1223.
C	Sources/EChartsKit/chart/sankey/sankeyVisual.swift	upstream/echarts/src/chart/sankey/sankeyVisual.ts	minor	parity	96	none	1	0	0	sankeyMapValueToColor now reproduces linearMap's subDomain == 0 case: it returns t = 0.5 (mid-palette) instead of clamping to 0 (sankeyVisual.swift:148-150), so single-node / all-equal-value sankeys get the same fill VisualMapping would produce			Still a local stand-in rather than the (ported) visual/VisualMapping, but it now matches the one mapping sankey needs — normalize over dataExtent with clamp, then lerp across the palette. Everything else in sankeyVisual (min/max walk, customColor override, edge lineStyle visual) is verbatim.
C	Sources/EChartsKit/chart/themeRiver/ThemeRiverView.swift	upstream/echarts/src/chart/themeRiver/ThemeRiverView.ts	minor	minor	92	low	2	1	1	the keyed DataDiffer is wired (lines 136-145): DataDiffer over (_layersSeries ?? []) vs layersSeries with keyGetter = layer name, dispatching add/update/remove into a `process` closure exactly like upstream — layer add/remove and per-layer element reuse now work instead of a group.removeAll() rebuild ||| saveOldStyle(polygon) is called on the update/morph branch (line 246), preserving style transitions across a merge-mode setOption	The entrance animation is still a substitute: upstream sets a createGridClipShape clip Rect on each new band (x-10, width 0 -> rect.width+100, removed on completion) giving a left-to-right wipe; the port instead animates style.opacity 0 -> final via initProps (lines 205-219), so the river fades in rather than sweeping in	When a layer's time-sample COUNT changes between renders the band shape SNAPS instead of morphing (the 2D-array interpolator cannot pair rows of different length) — element identity is preserved so there is no flash, but the edge tween is lost for that update	The label + setTextConfig + setStatesStylesFromModel + toggleHoverEmphasis tail of upstream's `process` is present on both branches.
C	Sources/EChartsKit/component/axisPointer/AxisPointerView.swift	upstream/echarts/src/component/axisPointer/AxisPointerView.ts	minor	minor	65	medium	0	1	0		`triggerOn` is silently ignored for the axis pointer / axis tooltip: upstream's render computes triggerOn from axisPointer.triggerOn || tooltip.triggerOn || 'mousemove|click|mousewheel' and only dispatches updateAxisPointer when currTrigger is 'leave' or is contained in triggerOn. The relocated seam (EChartsView._bindAxisPointerListeners, EChartsView.swift:634-655) gates only on `_isAxisTrigger(ecModel)` and never reads triggerOn, so tooltip.triggerOn:'click' still shows the axis pointer on mousemove and tooltip.triggerOn:'none' cannot disable it at all		"The globalListener registration itself IS genuinely relocated and live (globalListener.register(""axisPointer"", zr, ...) at EChartsView.swift:635), and unregistration folds into dispose — those parts of the seam are fine. Grepping the whole of Sources/EChartsKit shows `triggerOn` is only read by TooltipModel's defaultOption and the unrelated parallel axisExpandTriggerOn, confirming no consumer anywhere. Raised to medium because triggerOn is a documented public option that currently does nothing."
C	Sources/EChartsKit/component/axisPointer/modelHelper.swift	upstream/echarts/src/component/axisPointer/modelHelper.ts	minor	parity	99	none	2	0	0	collectSeriesInfo now handles Polar in addition to Cartesian2D and Single — these are the ONLY three coord systems with axisPointerEnabled=true upstream (Grid.ts:115, Polar.ts:56, Single.ts:55), so trigger:'axis' tooltip seriesModels now populate for every axisPointer-capable coord sys ||| LinkGroup.mapper is stored here exactly as upstream does (modelHelper.ts:226) and IS now consumed: axisTrigger.swift:269 casts it to (Any?,[String:Any],[String:Any])->Any? and applies the mapped value, so cross-axis link value mapping works end-to-end			STALE-MARKER: Sources/EChartsKit/component/axisPointer/modelHelper.swift:46 says the link-group value mapping is 'PORT-NOTE (deferred)' but axisTrigger.swift:263-271 invokes the mapper and parses the result through the target axis scale. STALE-MARKER: modelHelper.swift:350 'PORT-NOTE (deferred): other coord systems still out of scope' — there are no other axisPointer-enabled coord systems upstream, so nothing is out of scope.
